,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),GM per Emp,Sales Order per Emp,Sales Order Items per Emp,Sales Order Delivery per Emp,Non-Sales Order Delivery per Emp,Delivery Lines per Emp,Deliver Docs per Emp,RSO per Emp,Sales per Emp,High Sales Weight,Equal Sales and GM Weight,Equal Weights
MANH201707,12,Boston,MANH,Manchester,201707,Q,R,R,Q,R,R,Q,Q,P,B,B,B
MANH201708,12,Boston,MANH,Manchester,201708,Q,R,R,Q,S,R,Q,Q,Q,B,B,C
MANH201709,12,Boston,MANH,Manchester,201709,Q,R,R,Q,R,Q,P,Q,Q,B,B,B
MANH201710,12,Boston,MANH,Manchester,201710,Q,Q,R,Q,R,Q,P,Q,P,A,B,B
MANH201711,12,Boston,MANH,Manchester,201711,P,R,R,Q,R,Q,P,Q,P,A,A,B
MANH201712,12,Boston,MANH,Manchester,201712,Q,Q,R,Q,R,Q,P,R,P,B,B,B
MANH201801,12,Boston,MANH,Manchester,201801,Q,R,R,R,R,R,Q,Q,Q,B,B,C
MANH201802,12,Boston,MANH,Manchester,201802,Q,R,R,R,S,R,Q,Q,Q,B,C,C
MANH201803,12,Boston,MANH,Manchester,201803,Q,R,R,R,R,R,Q,Q,Q,B,B,C
MANH201804,12,Boston,MANH,Manchester,201804,R,Q,R,R,R,R,Q,Q,Q,C,C,C
MANH201805,12,Boston,MANH,Manchester,201805,R,R,R,R,R,R,Q,Q,Q,C,C,C
MANH201806,12,Boston,MANH,Manchester,201806,R,R,R,Q,S,R,Q,Q,Q,C,C,C
MANH201807,12,Boston,MANH,Manchester,201807,R,R,R,Q,R,R,Q,Q,Q,C,C,C
MANH201808,12,Boston,MANH,Manchester,201808,R,R,R,Q,R,Q,Q,Q,R,C,C,C
MANH201809,12,Boston,MANH,Manchester,201809,Q,R,R,Q,R,Q,Q,Q,Q,B,B,B
MANH201810,12,Boston,MANH,Manchester,201810,Q,R,R,R,S,R,Q,Q,Q,B,C,C
MANH201811,12,Boston,MANH,Manchester,201811,R,R,R,R,S,R,Q,Q,R,C,C,C
MANH201812,12,Boston,MANH,Manchester,201812,R,R,R,R,R,R,Q,Q,R,C,C,C
MANH201901,12,Boston,MANH,Manchester,201901,R,R,R,R,S,R,Q,Q,R,C,C,C
MANH201902,12,Boston,MANH,Manchester,201902,R,R,R,Q,Q,Q,Q,Q,Q,B,B,B
MANH201903,12,Boston,MANH,Manchester,201903,R,R,R,R,R,R,Q,R,R,C,C,C
POME201701,12,Boston,POME,"Portland, ME",201701,Q,Q,Q,R,S,R,R,R,R,C,C,C
POME201702,12,Boston,POME,"Portland, ME",201702,R,R,Q,R,R,R,R,R,R,C,C,C
POME201703,12,Boston,POME,"Portland, ME",201703,Q,Q,Q,R,R,R,R,R,R,C,C,C
POME201704,12,Boston,POME,"Portland, ME",201704,R,Q,Q,R,R,R,R,R,R,C,C,C
POME201705,12,Boston,POME,"Portland, ME",201705,R,Q,Q,R,S,R,R,R,R,C,C,C
POME201706,12,Boston,POME,"Portland, ME",201706,R,R,Q,R,R,R,R,R,R,C,C,C
POME201707,12,Boston,POME,"Portland, ME",201707,R,R,R,S,R,S,R,R,R,C,C,C
POME201708,12,Boston,POME,"Portland, ME",201708,R,Q,Q,R,R,R,R,R,R,C,C,C
POME201709,12,Boston,POME,"Portland, ME",201709,Q,Q,Q,R,R,R,R,R,R,C,C,C
POME201710,12,Boston,POME,"Portland, ME",201710,Q,Q,Q,R,R,R,R,R,Q,B,B,B
POME201711,12,Boston,POME,"Portland, ME",201711,Q,Q,Q,R,P,R,R,R,Q,B,B,B
POME201712,12,Boston,POME,"Portland, ME",201712,R,Q,Q,R,R,R,R,R,R,C,C,C
POME201801,12,Boston,POME,"Portland, ME",201801,R,Q,P,R,R,R,R,R,R,C,C,C
POME201802,12,Boston,POME,"Portland, ME",201802,Q,Q,Q,R,R,R,R,R,Q,B,B,B
POME201803,12,Boston,POME,"Portland, ME",201803,R,Q,Q,R,R,R,R,R,R,C,C,C
POME201804,12,Boston,POME,"Portland, ME",201804,R,Q,Q,R,R,R,R,R,R,C,C,C
POME201805,12,Boston,POME,"Portland, ME",201805,R,Q,Q,R,S,R,R,R,R,C,C,C
POME201806,12,Boston,POME,"Portland, ME",201806,R,Q,Q,R,R,R,R,R,R,C,C,C
POME201807,12,Boston,POME,"Portland, ME",201807,R,Q,Q,R,R,R,R,R,R,C,C,C
POME201808,12,Boston,POME,"Portland, ME",201808,Q,Q,Q,R,R,R,R,R,R,C,C,C
POME201809,12,Boston,POME,"Portland, ME",201809,Q,Q,P,R,R,R,R,R,R,C,C,B
POME201810,12,Boston,POME,"Portland, ME",201810,Q,Q,P,R,Q,R,R,R,Q,B,B,B
POME201811,12,Boston,POME,"Portland, ME",201811,Q,Q,P,R,R,R,R,R,R,C,C,B
POME201812,12,Boston,POME,"Portland, ME",201812,Q,Q,P,R,R,R,R,R,R,C,C,B
POME201901,12,Boston,POME,"Portland, ME",201901,R,Q,Q,R,R,R,R,R,R,C,C,C
POME201902,12,Boston,POME,"Portland, ME",201902,Q,Q,Q,R,R,R,R,R,R,C,C,C
POME201903,12,Boston,POME,"Portland, ME",201903,Q,P,P,R,Q,R,R,R,Q,B,B,B
PRRI201701,12,Boston,PRRI,Providence,201701,P,P,P,S,S,S,S,Q,P,B,B,B
PRRI201702,12,Boston,PRRI,Providence,201702,P,P,P,R,P,R,R,R,P,A,A,A
PRRI201703,12,Boston,PRRI,Providence,201703,P,P,P,R,P,R,R,R,P,A,A,A
PRRI201704,12,Boston,PRRI,Providence,201704,P,P,P,S,Q,S,S,R,P,B,B,B
PRRI201705,12,Boston,PRRI,Providence,201705,P,P,P,S,R,S,S,Q,P,B,B,B
PRRI201706,12,Boston,PRRI,Providence,201706,P,P,P,S,R,S,S,R,P,B,B,B
PRRI201707,12,Boston,PRRI,Providence,201707,P,P,P,S,P,R,S,R,P,B,B,B
PRRI201708,12,Boston,PRRI,Providence,201708,P,P,P,S,R,S,S,Q,P,B,B,B
PRRI201709,12,Boston,PRRI,Providence,201709,P,P,P,S,R,S,S,R,P,B,B,B
PRRI201710,12,Boston,PRRI,Providence,201710,P,P,P,S,R,S,S,Q,P,B,B,B
PRRI201711,12,Boston,PRRI,Providence,201711,P,P,P,S,Q,S,S,Q,P,B,B,B
PRRI201712,12,Boston,PRRI,Providence,201712,P,P,P,S,Q,S,S,Q,P,B,B,B
PRRI201801,12,Boston,PRRI,Providence,201801,P,P,Q,S,P,S,S,Q,P,B,B,B
PRRI201802,12,Boston,PRRI,Providence,201802,P,P,P,S,R,S,R,R,P,B,B,B
PRRI201803,12,Boston,PRRI,Providence,201803,P,P,P,S,P,S,S,R,P,B,B,B
PRRI201804,12,Boston,PRRI,Providence,201804,P,P,P,S,Q,S,R,R,P,B,B,B
PRRI201805,12,Boston,PRRI,Providence,201805,P,P,P,S,P,R,R,R,P,A,A,B
PRRI201806,12,Boston,PRRI,Providence,201806,P,P,P,S,Q,S,R,R,P,B,B,B
PRRI201807,12,Boston,PRRI,Providence,201807,P,P,P,S,P,S,R,R,P,B,B,B
PRRI201808,12,Boston,PRRI,Providence,201808,P,P,P,R,P,R,R,R,P,A,A,A
PRRI201809,12,Boston,PRRI,Providence,201809,P,P,P,R,P,R,R,R,P,A,A,A
PRRI201810,12,Boston,PRRI,Providence,201810,P,P,P,R,Q,R,R,R,P,A,A,B
PRRI201811,12,Boston,PRRI,Providence,201811,P,P,P,S,Q,R,R,R,P,A,B,B
PRRI201812,12,Boston,PRRI,Providence,201812,P,P,P,R,P,R,R,R,P,A,A,A
PRRI201901,12,Boston,PRRI,Providence,201901,P,P,P,S,P,S,R,R,P,B,B,B
PRRI201902,12,Boston,PRRI,Providence,201902,P,P,P,R,P,R,R,R,P,A,A,A
PRRI201903,12,Boston,PRRI,Providence,201903,P,P,P,R,P,R,R,R,P,A,A,A
SOMA201701,12,Boston,SOMA,Sommerville,201701,,,,,,,,,,,,
SOMA201702,12,Boston,SOMA,Sommerville,201702,,,,,,,,,,,,
SOMA201703,12,Boston,SOMA,Sommerville,201703,,,,,,,,,,,,
SOMA201704,12,Boston,SOMA,Sommerville,201704,,,,,,,,,,,,
SOMA201705,12,Boston,SOMA,Sommerville,201705,,,,,,,,,,,,
SOMA201706,12,Boston,SOMA,Sommerville,201706,,,,,,,,,,,,
SOMA201707,12,Boston,SOMA,Sommerville,201707,,,,,,,,,,,,
SOMA201708,12,Boston,SOMA,Sommerville,201708,,,,,,,,,,,,
SOMA201709,12,Boston,SOMA,Sommerville,201709,,,,,,,,,,,,
SOMA201710,12,Boston,SOMA,Sommerville,201710,,,,,,,,,,,,
SOMA201711,12,Boston,SOMA,Sommerville,201711,,,,,,,,,,,,
SOMA201712,12,Boston,SOMA,Sommerville,201712,,,,,,,,,,,,
SOMA201801,12,Boston,SOMA,Sommerville,201801,,,,,,,,,,,,
SOMA201802,12,Boston,SOMA,Sommerville,201802,,,,,,,,,,,,
SOMA201803,12,Boston,SOMA,Sommerville,201803,,,,,,,,,,,,
SOMA201804,12,Boston,SOMA,Sommerville,201804,,,,,,,,,,,,
SOMA201805,12,Boston,SOMA,Sommerville,201805,,,,,,,,,,,,
SOMA201806,12,Boston,SOMA,Sommerville,201806,,,,,,,,,,,,
SOMA201807,12,Boston,SOMA,Sommerville,201807,,,,,,,,,,,,
SOMA201808,12,Boston,SOMA,Sommerville,201808,,,,,,,,,,,,
SOMA201809,12,Boston,SOMA,Sommerville,201809,,,,,,,,,,,,
SOMA201810,12,Boston,SOMA,Sommerville,201810,,,,,,,,,,,,
SOMA201811,12,Boston,SOMA,Sommerville,201811,,,,,,,,,,,,
SOMA201812,12,Boston,SOMA,Sommerville,201812,,,,,,,,,,,,
SOMA201901,12,Boston,SOMA,Sommerville,201901,,,,,,,,,,,,
SOMA201902,12,Boston,SOMA,Sommerville,201902,,,,,,,,,,,,
SOMA201903,12,Boston,SOMA,Sommerville,201903,,,,,,,,,,,,
SPMA201701,12,Boston,SPMA,"Springfield, MA",201701,R,Q,R,S,R,S,R,R,R,C,C,C
SPMA201702,12,Boston,SPMA,"Springfield, MA",201702,R,Q,Q,R,R,R,R,R,R,C,C,C
SPMA201703,12,Boston,SPMA,"Springfield, MA",201703,Q,P,Q,R,Q,R,R,R,P,B,B,B
SPMA201704,12,Boston,SPMA,"Springfield, MA",201704,Q,P,P,R,Q,R,R,R,Q,B,B,B
SPMA201705,12,Boston,SPMA,"Springfield, MA",201705,R,Q,Q,S,R,R,R,R,R,C,C,C
SPMA201706,12,Boston,SPMA,"Springfield, MA",201706,Q,Q,Q,R,R,R,R,R,R,C,C,C
SPMA201707,12,Boston,SPMA,"Springfield, MA",201707,R,Q,Q,S,R,S,R,R,R,C,C,C
SPMA201708,12,Boston,SPMA,"Springfield, MA",201708,Q,Q,Q,R,S,R,R,R,R,C,C,C
SPMA201709,12,Boston,SPMA,"Springfield, MA",201709,R,Q,Q,R,R,R,R,R,R,C,C,C
SPMA201710,12,Boston,SPMA,"Springfield, MA",201710,R,Q,R,R,R,R,R,R,R,C,C,C
SPMA201711,12,Boston,SPMA,"Springfield, MA",201711,R,Q,Q,R,Q,R,R,R,R,C,C,C
SPMA201712,12,Boston,SPMA,"Springfield, MA",201712,Q,Q,Q,R,R,R,R,R,R,C,C,C
SPMA201801,12,Boston,SPMA,"Springfield, MA",201801,R,Q,Q,R,S,R,R,R,Q,C,C,C
SPMA201802,12,Boston,SPMA,"Springfield, MA",201802,R,Q,Q,R,R,R,R,R,S,C,C,C
SPMA201803,12,Boston,SPMA,"Springfield, MA",201803,R,Q,Q,R,R,R,R,R,R,C,C,C
SPMA201804,12,Boston,SPMA,"Springfield, MA",201804,R,Q,Q,R,S,R,R,Q,R,C,C,C
SPMA201805,12,Boston,SPMA,"Springfield, MA",201805,R,Q,Q,R,R,R,R,R,R,C,C,C
SPMA201806,12,Boston,SPMA,"Springfield, MA",201806,Q,Q,Q,S,R,S,R,R,R,C,C,C
SPMA201807,12,Boston,SPMA,"Springfield, MA",201807,R,P,Q,R,R,R,R,R,R,C,C,C
SPMA201808,12,Boston,SPMA,"Springfield, MA",201808,R,Q,Q,R,R,R,R,R,R,C,C,C
SPMA201809,12,Boston,SPMA,"Springfield, MA",201809,R,P,Q,R,R,R,R,R,R,C,C,C
SPMA201810,12,Boston,SPMA,"Springfield, MA",201810,R,Q,Q,S,S,S,R,R,R,C,C,C
SPMA201811,12,Boston,SPMA,"Springfield, MA",201811,Q,P,P,R,S,R,R,R,R,C,C,B
SPMA201812,12,Boston,SPMA,"Springfield, MA",201812,R,P,P,R,R,R,R,R,R,C,C,C
SPMA201901,12,Boston,SPMA,"Springfield, MA",201901,Q,P,Q,S,S,S,R,R,Q,C,C,C
SPMA201902,12,Boston,SPMA,"Springfield, MA",201902,Q,P,Q,S,R,S,R,Q,Q,B,C,C
SPMA201903,12,Boston,SPMA,"Springfield, MA",201903,R,P,Q,S,R,S,R,R,R,C,C,C
WACT201701,12,Boston,WACT,Wallingford,201701,R,S,S,R,R,R,R,Q,R,C,C,C
WACT201702,12,Boston,WACT,Wallingford,201702,R,R,R,R,R,R,R,Q,R,C,C,C
WACT201703,12,Boston,WACT,Wallingford,201703,R,R,R,R,R,R,R,Q,R,C,C,C
WACT201704,12,Boston,WACT,Wallingford,201704,R,R,R,R,S,R,R,Q,R,C,C,C
WACT201705,12,Boston,WACT,Wallingford,201705,R,R,R,R,P,R,R,Q,R,C,C,C
WACT201706,12,Boston,WACT,Wallingford,201706,R,R,R,R,R,R,R,Q,R,C,C,C
WACT201707,12,Boston,WACT,Wallingford,201707,R,R,R,R,R,R,R,Q,R,C,C,C
WACT201708,12,Boston,WACT,Wallingford,201708,R,R,R,R,R,R,R,Q,R,C,C,C
WACT201709,12,Boston,WACT,Wallingford,201709,R,R,R,R,R,R,R,Q,R,C,C,C
WACT201710,12,Boston,WACT,Wallingford,201710,R,R,R,R,S,R,R,Q,R,C,C,C
WACT201711,12,Boston,WACT,Wallingford,201711,R,R,R,R,R,R,R,Q,R,C,C,C
WACT201712,12,Boston,WACT,Wallingford,201712,S,R,S,R,S,R,R,Q,R,D,D,D
WACT201801,12,Boston,WACT,Wallingford,201801,R,R,S,R,R,R,R,Q,R,C,C,C
WACT201802,12,Boston,WACT,Wallingford,201802,R,R,R,R,S,R,R,Q,R,C,C,C
WACT201803,12,Boston,WACT,Wallingford,201803,R,R,S,R,R,R,R,Q,R,C,C,C
WACT201804,12,Boston,WACT,Wallingford,201804,R,R,S,R,S,R,R,Q,R,C,C,C
WACT201805,12,Boston,WACT,Wallingford,201805,R,R,R,R,R,R,R,Q,R,C,C,C
WACT201806,12,Boston,WACT,Wallingford,201806,R,R,R,R,R,R,R,Q,R,C,C,C
WACT201807,12,Boston,WACT,Wallingford,201807,R,R,R,R,R,R,Q,Q,R,C,C,C
WACT201808,12,Boston,WACT,Wallingford,201808,R,R,R,R,R,R,R,Q,R,C,C,C
WACT201809,12,Boston,WACT,Wallingford,201809,R,R,R,R,R,R,R,Q,R,C,C,C
WACT201810,12,Boston,WACT,Wallingford,201810,R,R,R,R,S,R,R,Q,R,C,C,C
WACT201811,12,Boston,WACT,Wallingford,201811,R,R,R,R,R,R,R,Q,R,C,C,C
WACT201812,12,Boston,WACT,Wallingford,201812,R,R,R,R,S,R,R,Q,R,C,C,C
WACT201901,12,Boston,WACT,Wallingford,201901,R,R,R,R,R,R,Q,Q,R,C,C,C
WACT201902,12,Boston,WACT,Wallingford,201902,R,R,R,R,R,R,Q,Q,Q,C,C,C
WACT201903,12,Boston,WACT,Wallingford,201903,R,R,R,R,R,R,Q,Q,Q,C,C,C
WOMA201701,12,Boston,WOMA,Worcester,201701,P,P,P,Q,R,Q,Q,R,P,A,A,A
WOMA201702,12,Boston,WOMA,Worcester,201702,P,P,P,Q,Q,Q,P,R,P,A,A,A
WOMA201703,12,Boston,WOMA,Worcester,201703,P,P,P,Q,P,Q,Q,R,P,A,A,A
WOMA201704,12,Boston,WOMA,Worcester,201704,P,P,P,Q,P,Q,P,R,P,A,A,A
WOMA201705,12,Boston,WOMA,Worcester,201705,P,P,P,R,P,Q,Q,R,P,A,A,A
WOMA201706,12,Boston,WOMA,Worcester,201706,P,P,P,Q,P,Q,P,R,P,A,A,A
WOMA201707,12,Boston,WOMA,Worcester,201707,P,P,P,Q,P,Q,P,R,P,A,A,A
WOMA201708,12,Boston,WOMA,Worcester,201708,P,P,P,R,Q,R,Q,R,P,A,A,A
WOMA201709,12,Boston,WOMA,Worcester,201709,P,P,P,Q,P,Q,P,R,P,A,A,A
WOMA201710,12,Boston,WOMA,Worcester,201710,P,P,P,Q,P,Q,Q,R,P,A,A,A
WOMA201711,12,Boston,WOMA,Worcester,201711,P,P,P,R,P,R,Q,R,P,A,A,A
WOMA201712,12,Boston,WOMA,Worcester,201712,P,P,P,R,P,Q,Q,R,P,A,A,A
WOMA201801,12,Boston,WOMA,Worcester,201801,P,P,P,R,Q,R,Q,R,P,A,A,A
WOMA201802,12,Boston,WOMA,Worcester,201802,P,P,P,R,P,R,Q,R,P,A,A,A
WOMA201803,12,Boston,WOMA,Worcester,201803,P,P,P,R,P,R,Q,R,P,A,A,A
WOMA201804,12,Boston,WOMA,Worcester,201804,P,P,P,R,Q,R,Q,R,P,A,A,A
WOMA201805,12,Boston,WOMA,Worcester,201805,P,P,P,R,P,Q,Q,R,P,A,A,A
WOMA201806,12,Boston,WOMA,Worcester,201806,P,P,P,R,P,R,Q,R,P,A,A,A
WOMA201807,12,Boston,WOMA,Worcester,201807,P,P,P,Q,P,Q,Q,R,P,A,A,A
WOMA201808,12,Boston,WOMA,Worcester,201808,P,P,P,R,P,R,Q,R,P,A,A,A
WOMA201809,12,Boston,WOMA,Worcester,201809,P,P,P,R,P,R,Q,R,P,A,A,A
WOMA201810,12,Boston,WOMA,Worcester,201810,P,P,P,Q,P,Q,Q,R,P,A,A,A
WOMA201811,12,Boston,WOMA,Worcester,201811,P,P,P,Q,P,P,Q,R,P,A,A,A
WOMA201812,12,Boston,WOMA,Worcester,201812,P,P,P,P,P,P,P,R,P,A,A,A
WOMA201901,12,Boston,WOMA,Worcester,201901,P,P,P,Q,P,Q,P,R,P,A,A,A
WOMA201902,12,Boston,WOMA,Worcester,201902,P,P,P,P,P,P,P,R,P,A,A,A
WOMA201903,12,Boston,WOMA,Worcester,201903,P,P,P,R,Q,R,Q,R,P,A,A,A
AKOH201701,15,Pittsburgh,AKOH,Akron,201701,R,R,R,R,R,R,Q,R,R,C,C,C
AKOH201702,15,Pittsburgh,AKOH,Akron,201702,R,R,R,Q,R,R,R,R,R,C,C,C
AKOH201703,15,Pittsburgh,AKOH,Akron,201703,R,R,R,Q,R,Q,R,R,R,C,C,C
AKOH201704,15,Pittsburgh,AKOH,Akron,201704,R,R,R,Q,S,R,Q,R,R,C,C,C
AKOH201705,15,Pittsburgh,AKOH,Akron,201705,R,R,R,Q,R,Q,R,R,R,C,C,C
AKOH201706,15,Pittsburgh,AKOH,Akron,201706,R,R,R,Q,S,Q,Q,R,R,C,C,C
AKOH201707,15,Pittsburgh,AKOH,Akron,201707,Q,Q,Q,Q,R,Q,Q,R,Q,B,B,B
AKOH201708,15,Pittsburgh,AKOH,Akron,201708,Q,Q,Q,Q,S,Q,Q,R,Q,B,B,B
AKOH201709,15,Pittsburgh,AKOH,Akron,201709,Q,Q,Q,P,R,Q,Q,R,Q,B,B,B
AKOH201710,15,Pittsburgh,AKOH,Akron,201710,Q,Q,Q,P,R,P,P,R,Q,B,B,B
AKOH201711,15,Pittsburgh,AKOH,Akron,201711,Q,Q,Q,P,R,Q,Q,R,Q,B,B,B
AKOH201712,15,Pittsburgh,AKOH,Akron,201712,Q,Q,R,Q,R,Q,Q,R,Q,B,B,B
AKOH201801,15,Pittsburgh,AKOH,Akron,201801,Q,Q,Q,Q,R,Q,Q,R,R,B,B,B
AKOH201802,15,Pittsburgh,AKOH,Akron,201802,R,Q,Q,Q,R,Q,Q,R,R,C,C,B
AKOH201803,15,Pittsburgh,AKOH,Akron,201803,Q,Q,Q,Q,R,Q,P,R,Q,B,B,B
AKOH201804,15,Pittsburgh,AKOH,Akron,201804,Q,Q,Q,P,R,Q,Q,R,R,B,B,B
AKOH201805,15,Pittsburgh,AKOH,Akron,201805,P,P,P,P,R,P,P,R,Q,A,A,A
AKOH201806,15,Pittsburgh,AKOH,Akron,201806,Q,Q,Q,Q,R,Q,Q,R,Q,B,B,B
AKOH201807,15,Pittsburgh,AKOH,Akron,201807,R,R,R,Q,R,Q,Q,R,R,C,C,C
AKOH201808,15,Pittsburgh,AKOH,Akron,201808,Q,Q,Q,Q,S,Q,Q,R,Q,B,B,B
AKOH201809,15,Pittsburgh,AKOH,Akron,201809,R,R,R,Q,R,Q,Q,R,R,C,C,C
AKOH201810,15,Pittsburgh,AKOH,Akron,201810,R,R,Q,Q,R,Q,Q,R,R,C,C,C
AKOH201811,15,Pittsburgh,AKOH,Akron,201811,Q,Q,Q,P,S,P,Q,R,Q,B,B,B
AKOH201812,15,Pittsburgh,AKOH,Akron,201812,Q,Q,Q,P,S,P,Q,R,Q,B,B,B
AKOH201901,15,Pittsburgh,AKOH,Akron,201901,R,R,R,Q,R,Q,Q,R,R,C,C,C
AKOH201902,15,Pittsburgh,AKOH,Akron,201902,R,R,R,Q,S,Q,Q,R,R,C,C,C
AKOH201903,15,Pittsburgh,AKOH,Akron,201903,R,Q,Q,Q,R,Q,Q,R,R,C,C,B
BINY201701,15,Pittsburgh,BINY,Binghamton,201701,R,P,Q,R,Q,R,Q,R,R,C,C,B
BINY201702,15,Pittsburgh,BINY,Binghamton,201702,S,R,R,S,R,S,R,Q,S,D,D,D
BINY201703,15,Pittsburgh,BINY,Binghamton,201703,R,P,Q,R,R,R,R,R,R,C,C,C
BINY201704,15,Pittsburgh,BINY,Binghamton,201704,Q,P,P,Q,Q,Q,Q,Q,P,A,A,A
BINY201705,15,Pittsburgh,BINY,Binghamton,201705,Q,P,P,P,R,P,P,Q,P,A,A,A
BINY201706,15,Pittsburgh,BINY,Binghamton,201706,Q,P,P,P,R,Q,P,R,Q,B,B,A
BINY201707,15,Pittsburgh,BINY,Binghamton,201707,R,P,P,Q,Q,Q,Q,R,Q,B,B,B
BINY201708,15,Pittsburgh,BINY,Binghamton,201708,Q,P,P,Q,R,Q,Q,R,Q,B,B,B
BINY201709,15,Pittsburgh,BINY,Binghamton,201709,Q,P,P,P,P,P,P,R,P,A,A,A
BINY201710,15,Pittsburgh,BINY,Binghamton,201710,Q,P,Q,Q,R,Q,R,R,P,B,B,B
BINY201711,15,Pittsburgh,BINY,Binghamton,201711,Q,P,Q,Q,R,Q,Q,R,P,B,B,B
BINY201712,15,Pittsburgh,BINY,Binghamton,201712,P,P,Q,P,P,P,Q,Q,P,A,A,A
BINY201801,15,Pittsburgh,BINY,Binghamton,201801,R,R,R,R,S,R,R,Q,R,C,C,C
BINY201802,15,Pittsburgh,BINY,Binghamton,201802,R,R,R,R,S,R,S,Q,R,C,C,C
BINY201803,15,Pittsburgh,BINY,Binghamton,201803,Q,P,Q,Q,Q,Q,Q,R,Q,B,B,B
BINY201804,15,Pittsburgh,BINY,Binghamton,201804,R,P,Q,Q,Q,Q,Q,Q,P,B,B,B
BINY201805,15,Pittsburgh,BINY,Binghamton,201805,Q,P,Q,Q,P,Q,Q,Q,Q,B,B,B
BINY201806,15,Pittsburgh,BINY,Binghamton,201806,R,P,Q,Q,P,Q,Q,R,Q,B,B,B
BINY201807,15,Pittsburgh,BINY,Binghamton,201807,Q,P,Q,Q,Q,Q,Q,Q,P,A,A,B
BINY201808,15,Pittsburgh,BINY,Binghamton,201808,Q,P,Q,R,Q,R,R,R,Q,B,B,B
BINY201809,15,Pittsburgh,BINY,Binghamton,201809,R,P,Q,R,R,R,R,Q,Q,C,C,B
BINY201810,15,Pittsburgh,BINY,Binghamton,201810,Q,P,Q,R,P,R,R,R,Q,B,B,B
BINY201811,15,Pittsburgh,BINY,Binghamton,201811,P,P,Q,R,R,R,R,R,P,B,B,B
BINY201812,15,Pittsburgh,BINY,Binghamton,201812,Q,R,R,S,S,S,S,Q,P,B,C,C
BINY201901,15,Pittsburgh,BINY,Binghamton,201901,R,R,R,R,S,R,S,Q,Q,C,C,C
BINY201902,15,Pittsburgh,BINY,Binghamton,201902,R,Q,R,R,R,R,R,Q,R,C,C,C
BINY201903,15,Pittsburgh,BINY,Binghamton,201903,R,Q,R,R,S,R,R,R,R,C,C,C
BUNY201701,15,Pittsburgh,BUNY,Buffalo,201701,R,R,R,Q,S,Q,R,R,R,C,C,C
BUNY201702,15,Pittsburgh,BUNY,Buffalo,201702,R,R,R,Q,R,Q,R,Q,R,C,C,C
BUNY201703,15,Pittsburgh,BUNY,Buffalo,201703,R,R,R,Q,S,R,R,Q,R,C,C,C
BUNY201704,15,Pittsburgh,BUNY,Buffalo,201704,R,R,R,Q,R,R,R,Q,R,C,C,C
BUNY201705,15,Pittsburgh,BUNY,Buffalo,201705,R,R,R,Q,S,Q,R,Q,R,C,C,C
BUNY201706,15,Pittsburgh,BUNY,Buffalo,201706,R,R,R,Q,R,Q,R,Q,R,C,C,C
BUNY201707,15,Pittsburgh,BUNY,Buffalo,201707,R,R,R,Q,S,Q,R,Q,R,C,C,C
BUNY201708,15,Pittsburgh,BUNY,Buffalo,201708,R,R,R,Q,S,Q,Q,R,R,C,C,C
BUNY201709,15,Pittsburgh,BUNY,Buffalo,201709,R,R,R,Q,R,Q,Q,R,R,C,C,C
BUNY201710,15,Pittsburgh,BUNY,Buffalo,201710,R,R,Q,Q,R,Q,Q,R,R,C,C,C
BUNY201711,15,Pittsburgh,BUNY,Buffalo,201711,R,R,R,Q,R,Q,Q,R,R,C,C,C
BUNY201712,15,Pittsburgh,BUNY,Buffalo,201712,R,R,R,Q,R,Q,R,Q,R,C,C,C
BUNY201801,15,Pittsburgh,BUNY,Buffalo,201801,R,R,R,Q,R,Q,R,R,R,C,C,C
BUNY201802,15,Pittsburgh,BUNY,Buffalo,201802,R,R,R,Q,R,Q,R,R,R,C,C,C
BUNY201803,15,Pittsburgh,BUNY,Buffalo,201803,R,R,R,Q,R,Q,R,Q,R,C,C,C
BUNY201804,15,Pittsburgh,BUNY,Buffalo,201804,R,R,R,Q,S,Q,R,Q,R,C,C,C
BUNY201805,15,Pittsburgh,BUNY,Buffalo,201805,R,R,R,Q,S,Q,R,Q,R,C,C,C
BUNY201806,15,Pittsburgh,BUNY,Buffalo,201806,R,R,R,Q,S,Q,R,Q,R,C,C,C
BUNY201807,15,Pittsburgh,BUNY,Buffalo,201807,R,R,Q,P,R,P,Q,R,R,C,C,B
BUNY201808,15,Pittsburgh,BUNY,Buffalo,201808,R,R,Q,Q,R,Q,Q,R,R,C,C,C
BUNY201809,15,Pittsburgh,BUNY,Buffalo,201809,R,R,R,Q,S,Q,R,Q,R,C,C,C
BUNY201810,15,Pittsburgh,BUNY,Buffalo,201810,R,R,Q,Q,R,Q,Q,R,R,C,C,C
BUNY201811,15,Pittsburgh,BUNY,Buffalo,201811,R,R,R,Q,R,Q,Q,R,R,C,C,C
BUNY201812,15,Pittsburgh,BUNY,Buffalo,201812,R,R,Q,P,R,Q,Q,R,R,C,C,B
BUNY201901,15,Pittsburgh,BUNY,Buffalo,201901,R,R,R,Q,R,Q,R,R,R,C,C,C
BUNY201902,15,Pittsburgh,BUNY,Buffalo,201902,R,R,Q,P,R,Q,Q,R,R,C,C,B
BUNY201903,15,Pittsburgh,BUNY,Buffalo,201903,R,R,R,Q,R,Q,R,R,R,C,C,C
CHWV201701,15,Pittsburgh,CHWV,Charleston,201701,Q,R,R,R,R,R,Q,Q,R,C,C,C
