,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),Number of Delivery Lines (SO),Sales $ per branch,GM $ per branch,RSO by plant,GMR,Sales Order - RSO
MIMN201707,33,Minneapolis,MIMN,Minneapolis,201707,1607,7566499.95,1163715.35,95,0.15379836882176945,7472.0
MIMN201708,33,Minneapolis,MIMN,Minneapolis,201708,2178,10437220.71,1575014.18,127,0.1509036000830148,9163.0
MIMN201709,33,Minneapolis,MIMN,Minneapolis,201709,2034,9474562.52,1443849.43,106,0.15239220037359572,7772.0
MIMN201710,33,Minneapolis,MIMN,Minneapolis,201710,2102,9284478.12,1422158.89,127,0.15317596440197115,8807.0
MIMN201711,33,Minneapolis,MIMN,Minneapolis,201711,1605,7898995.89,1271897.56,88,0.16102015720886773,7802.0
MIMN201712,33,Minneapolis,MIMN,Minneapolis,201712,2040,6221433.72,1017947.67,171,0.16361946712180037,7112.0
MIMN201801,33,Minneapolis,MIMN,Minneapolis,201801,1177,6368080.78,990071.08,89,0.155474013946161,7768.0
MIMN201802,33,Minneapolis,MIMN,Minneapolis,201802,1192,5898746.45,967071.16,90,0.16394519889899659,6827.0
MIMN201803,33,Minneapolis,MIMN,Minneapolis,201803,1658,6689796.9,984258.96,87,0.14712837694669026,8043.0
MIMN201804,33,Minneapolis,MIMN,Minneapolis,201804,1868,7594486.52,1121149.85,111,0.14762681414305812,7077.0
MIMN201805,33,Minneapolis,MIMN,Minneapolis,201805,2408,7973376.61,1313370.57,121,0.16471949517006446,7854.0
MIMN201806,33,Minneapolis,MIMN,Minneapolis,201806,1848,7683225.35,1234665.83,99,0.1606962927359667,7298.0
MIMN201807,33,Minneapolis,MIMN,Minneapolis,201807,2394,8269509.3,1265187.61,127,0.15299427863271164,7458.0
MIMN201808,33,Minneapolis,MIMN,Minneapolis,201808,2219,9216812.81,1502054.74,119,0.16296899708870186,8066.0
MIMN201809,33,Minneapolis,MIMN,Minneapolis,201809,2106,8511050.41,1313257.26,119,0.15430025634168462,6758.0
MIMN201810,33,Minneapolis,MIMN,Minneapolis,201810,2501,7774127.87,1309472.25,158,0.16843976223406265,8481.0
MIMN201811,33,Minneapolis,MIMN,Minneapolis,201811,2013,7443325.88,1161058.1,140,0.155986466093031,7343.0
MIMN201812,33,Minneapolis,MIMN,Minneapolis,201812,2479,8795877.61,1240685.47,171,0.1410530620150364,5896.0
MIMN201901,33,Minneapolis,MIMN,Minneapolis,201901,1597,8682300.49,1318670.86,100,0.15188035262299474,6966.0
MIMN201902,33,Minneapolis,MIMN,Minneapolis,201902,1764,8342760.9,1133155.67,66,0.13582502046774467,6176.0
MIMN201903,33,Minneapolis,MIMN,Minneapolis,201903,1579,9310807.78,1359486.72,104,0.14601168363933295,6992.0
MIND201701,33,Minneapolis,MIND,Minot,201701,542,370387.35,87442.92,15,0.23608506068039312,276.0
MIND201702,33,Minneapolis,MIND,Minot,201702,554,278087.77,40284.78,24,0.144863544340695,281.0
MIND201703,33,Minneapolis,MIND,Minot,201703,483,137735.69,25563.13,10,0.1855955417219749,296.0
MIND201704,33,Minneapolis,MIND,Minot,201704,416,488947.32,43625.06,12,0.0892224135720797,273.0
MIND201705,33,Minneapolis,MIND,Minot,201705,229,822785.02,82451.5,18,0.10021025905406007,378.0
MIND201706,33,Minneapolis,MIND,Minot,201706,557,808775.3,120043.1,14,0.1484257741303425,329.0
MIND201707,33,Minneapolis,MIND,Minot,201707,326,405124.98,47514.46,14,0.11728346151353096,322.0
MIND201708,33,Minneapolis,MIND,Minot,201708,398,418893.72,68099.41,29,0.16256966086767785,358.0
MIND201709,33,Minneapolis,MIND,Minot,201709,423,370715.21,65574.66,14,0.17688688845542647,405.0
MIND201710,33,Minneapolis,MIND,Minot,201710,456,332201.84,48863.21,30,0.14708892039851434,446.0
MIND201711,33,Minneapolis,MIND,Minot,201711,533,346908.8,44089.51,33,0.1270925096163603,382.0
MIND201712,33,Minneapolis,MIND,Minot,201712,991,298225.01,40312.76,16,0.135175651431783,363.0
MIND201801,33,Minneapolis,MIND,Minot,201801,544,359457.37,45688.43,35,0.12710388995501748,436.0
MIND201802,33,Minneapolis,MIND,Minot,201802,546,257994.52,46655.17,20,0.18083783329971506,356.0
MIND201803,33,Minneapolis,MIND,Minot,201803,717,264541.5,51593.22,52,0.19502883290523415,499.0
MIND201804,33,Minneapolis,MIND,Minot,201804,695,1007724.65,93086.66,30,0.09237311005541048,574.0
MIND201805,33,Minneapolis,MIND,Minot,201805,1406,860986.72,141738.69,46,0.1646235495943538,579.0
MIND201806,33,Minneapolis,MIND,Minot,201806,1360,1480231.23,146889.37,35,0.09923407034183436,655.0
MIND201807,33,Minneapolis,MIND,Minot,201807,1002,591779.23,120569.58,34,0.20374081057221288,517.0
MIND201808,33,Minneapolis,MIND,Minot,201808,861,718151.08,120394.18,26,0.1676446410134202,752.0
MIND201809,33,Minneapolis,MIND,Minot,201809,779,378263.46,63576.69,40,0.16807515587151875,582.0
MIND201810,33,Minneapolis,MIND,Minot,201810,996,778664.46,106536.2,60,0.1368191377323167,756.0
MIND201811,33,Minneapolis,MIND,Minot,201811,939,433768.76,70565.06,61,0.16267898130792083,621.0
MIND201812,33,Minneapolis,MIND,Minot,201812,906,658629.26,147538.09,64,0.2240077976493179,545.0
MIND201901,33,Minneapolis,MIND,Minot,201901,580,574970.54,78524.7,22,0.13657169287316875,648.0
MIND201902,33,Minneapolis,MIND,Minot,201902,768,403017.43,66643.15,76,0.16536046592327283,528.0
MIND201903,33,Minneapolis,MIND,Minot,201903,1303,278773.51,47702.43,49,0.1711153617142461,626.0
MNSC201701,33,Minneapolis,MNSC,Minneapolis Service Center,201701,35230,,,507,,
MNSC201702,33,Minneapolis,MNSC,Minneapolis Service Center,201702,36479,,,530,,
MNSC201703,33,Minneapolis,MNSC,Minneapolis Service Center,201703,43435,,,613,,
MNSC201704,33,Minneapolis,MNSC,Minneapolis Service Center,201704,41579,,,503,,
MNSC201705,33,Minneapolis,MNSC,Minneapolis Service Center,201705,46208,,,535,,
MNSC201706,33,Minneapolis,MNSC,Minneapolis Service Center,201706,50546,,,632,,
MNSC201707,33,Minneapolis,MNSC,Minneapolis Service Center,201707,46090,,,563,,
MNSC201708,33,Minneapolis,MNSC,Minneapolis Service Center,201708,56096,,,648,,
MNSC201709,33,Minneapolis,MNSC,Minneapolis Service Center,201709,49255,,,718,,
MNSC201710,33,Minneapolis,MNSC,Minneapolis Service Center,201710,51822,,,752,,
MNSC201711,33,Minneapolis,MNSC,Minneapolis Service Center,201711,47623,,,691,,
MNSC201712,33,Minneapolis,MNSC,Minneapolis Service Center,201712,44726,,,754,,
MNSC201801,33,Minneapolis,MNSC,Minneapolis Service Center,201801,44879,,,716,,
MNSC201802,33,Minneapolis,MNSC,Minneapolis Service Center,201802,40780,,,620,,
MNSC201803,33,Minneapolis,MNSC,Minneapolis Service Center,201803,46943,,,633,,
MNSC201804,33,Minneapolis,MNSC,Minneapolis Service Center,201804,43245,,,512,,
MNSC201805,33,Minneapolis,MNSC,Minneapolis Service Center,201805,47740,909.26,2496.39,554,2.7455183335899522,-553.0
MNSC201806,33,Minneapolis,MNSC,Minneapolis Service Center,201806,46960,,,524,,
MNSC201807,33,Minneapolis,MNSC,Minneapolis Service Center,201807,47768,0.0,-361.36,583,-inf,
MNSC201808,33,Minneapolis,MNSC,Minneapolis Service Center,201808,54218,3071.47,4786.79,732,1.558468746235516,-729.0
MNSC201809,33,Minneapolis,MNSC,Minneapolis Service Center,201809,46443,10587.79,1246.27,577,0.1177082280627024,-563.0
MNSC201810,33,Minneapolis,MNSC,Minneapolis Service Center,201810,53795,20650.67,3862.25,777,0.18702783008977433,-760.0
MNSC201811,33,Minneapolis,MNSC,Minneapolis Service Center,201811,45329,,,710,,
MNSC201812,33,Minneapolis,MNSC,Minneapolis Service Center,201812,39869,5082.02,1109.81,683,0.21837969941086416,-675.0
MNSC201901,33,Minneapolis,MNSC,Minneapolis Service Center,201901,40543,7656.17,-547.31,465,-0.07148613471226474,-463.0
MNSC201902,33,Minneapolis,MNSC,Minneapolis Service Center,201902,38039,436.65,0.0,405,0.0,-403.0
MNSC201903,33,Minneapolis,MNSC,Minneapolis Service Center,201903,42545,23.66,23.66,468,1.0,-467.0
MNWI201701,33,Minneapolis,MNWI,Manitowoc,201701,2827,980197.8,166375.62,106,0.16973678169855103,1944.0
MNWI201702,33,Minneapolis,MNWI,Manitowoc,201702,2853,797257.09,153725.4,61,0.19281785251981892,1953.0
MNWI201703,33,Minneapolis,MNWI,Manitowoc,201703,3559,1178485.94,236076.3,78,0.20032169412220566,2219.0
MNWI201704,33,Minneapolis,MNWI,Manitowoc,201704,3061,976798.1,212833.75,80,0.21788919327341033,1941.0
MNWI201705,33,Minneapolis,MNWI,Manitowoc,201705,3276,1255165.71,216113.74,101,0.17217944871996224,2147.0
MNWI201706,33,Minneapolis,MNWI,Manitowoc,201706,3410,1278143.45,200238.0,81,0.1566631664074952,2146.0
MNWI201707,33,Minneapolis,MNWI,Manitowoc,201707,3022,1625893.85,351462.6,72,0.2161657724457227,1833.0
MNWI201708,33,Minneapolis,MNWI,Manitowoc,201708,3608,954775.47,185826.67,112,0.19462865965754234,2325.0
MNWI201709,33,Minneapolis,MNWI,Manitowoc,201709,3184,717772.22,150113.23,86,0.20913769830768877,1919.0
MNWI201710,33,Minneapolis,MNWI,Manitowoc,201710,3440,997151.07,132719.49,103,0.13309867881904794,2168.0
MNWI201711,33,Minneapolis,MNWI,Manitowoc,201711,3175,707911.1,131730.3,83,0.18608311128332355,2072.0
MNWI201712,33,Minneapolis,MNWI,Manitowoc,201712,3118,748761.85,191931.0,87,0.25633116858183946,1782.0
MNWI201801,33,Minneapolis,MNWI,Manitowoc,201801,2719,908618.0,162795.48,78,0.1791682313139295,2019.0
MNWI201802,33,Minneapolis,MNWI,Manitowoc,201802,2823,826209.53,143784.15,80,0.17402867526836685,1795.0
MNWI201803,33,Minneapolis,MNWI,Manitowoc,201803,4115,1703793.11,303529.8,110,0.17814944679521563,2368.0
MNWI201804,33,Minneapolis,MNWI,Manitowoc,201804,3622,1281311.49,249917.4,99,0.19504812213929337,2171.0
MNWI201805,33,Minneapolis,MNWI,Manitowoc,201805,3772,1000741.91,202899.85,102,0.2027494281717451,2253.0
MNWI201806,33,Minneapolis,MNWI,Manitowoc,201806,3649,1146004.26,232138.87,86,0.2025637060022796,2240.0
MNWI201807,33,Minneapolis,MNWI,Manitowoc,201807,2865,1063245.82,204704.22,69,0.1925276508493586,2096.0
MNWI201808,33,Minneapolis,MNWI,Manitowoc,201808,3514,894503.06,178164.22,94,0.19917675854568903,2240.0
MNWI201809,33,Minneapolis,MNWI,Manitowoc,201809,2897,1041710.74,191346.38,95,0.18368475302462564,1870.0
MNWI201810,33,Minneapolis,MNWI,Manitowoc,201810,3614,1443412.0,274813.35,107,0.1903914821270711,2209.0
MNWI201811,33,Minneapolis,MNWI,Manitowoc,201811,2829,1230053.62,257987.54,75,0.20973682431827645,1930.0
MNWI201812,33,Minneapolis,MNWI,Manitowoc,201812,2990,988538.57,186624.06,75,0.18878783859693002,1762.0
MNWI201901,33,Minneapolis,MNWI,Manitowoc,201901,2965,740478.48,148957.35,102,0.20116364489080088,2008.0
MNWI201902,33,Minneapolis,MNWI,Manitowoc,201902,2696,879572.85,164120.24,55,0.18659084349863686,1785.0
MNWI201903,33,Minneapolis,MNWI,Manitowoc,201903,2791,894493.51,179191.5,87,0.20032733384504936,2031.0
ROMN201701,33,Minneapolis,ROMN,Rochester MN,201701,1784,483283.87,96368.65,71,0.19940382036752022,787.0
ROMN201702,33,Minneapolis,ROMN,Rochester MN,201702,1849,751638.34,123700.44,38,0.164574414870854,885.0
ROMN201703,33,Minneapolis,ROMN,Rochester MN,201703,2323,1094118.65,203557.71,71,0.18604719881157314,1162.0
ROMN201704,33,Minneapolis,ROMN,Rochester MN,201704,2101,916349.55,153692.24,68,0.16772228458015828,982.0
ROMN201705,33,Minneapolis,ROMN,Rochester MN,201705,2808,1139319.44,203738.77,60,0.17882497467084385,1060.0
ROMN201706,33,Minneapolis,ROMN,Rochester MN,201706,2922,1016406.59,192797.71,111,0.18968561587149882,1330.0
ROMN201707,33,Minneapolis,ROMN,Rochester MN,201707,3111,1334339.17,208833.23,101,0.1565068572482962,1222.0
ROMN201708,33,Minneapolis,ROMN,Rochester MN,201708,3914,1221290.81,217025.71,67,0.1777019103255186,1470.0
ROMN201709,33,Minneapolis,ROMN,Rochester MN,201709,3431,1626287.53,293989.17,164,0.18077318098848116,1312.0
ROMN201710,33,Minneapolis,ROMN,Rochester MN,201710,4049,1298187.84,181701.39,389,0.1399654074713872,1496.0
ROMN201711,33,Minneapolis,ROMN,Rochester MN,201711,3244,878973.32,145689.42,194,0.16574953606100357,1202.0
ROMN201712,33,Minneapolis,ROMN,Rochester MN,201712,2842,909227.65,152855.88,244,0.16811618080466426,1199.0
ROMN201801,33,Minneapolis,ROMN,Rochester MN,201801,2923,708906.61,117374.42,190,0.16557106160993476,1215.0
ROMN201802,33,Minneapolis,ROMN,Rochester MN,201802,2397,867548.27,156112.07,207,0.17994626396984229,1021.0
ROMN201803,33,Minneapolis,ROMN,Rochester MN,201803,3154,1244209.92,203847.06,150,0.16383654938227787,1223.0
ROMN201804,33,Minneapolis,ROMN,Rochester MN,201804,2781,1490115.5,228862.43,100,0.15358704073610402,1151.0
ROMN201805,33,Minneapolis,ROMN,Rochester MN,201805,2936,1748663.51,279710.18,147,0.15995654875877177,1297.0
ROMN201806,33,Minneapolis,ROMN,Rochester MN,201806,2974,1410002.6,230181.88,87,0.16324925925668504,1236.0
ROMN201807,33,Minneapolis,ROMN,Rochester MN,201807,3352,1514143.2,271284.31,109,0.17916687800731132,1372.0
ROMN201808,33,Minneapolis,ROMN,Rochester MN,201808,3710,1993033.34,295433.88,129,0.14823328545020725,1317.0
ROMN201809,33,Minneapolis,ROMN,Rochester MN,201809,3138,1378522.54,204509.59,71,0.1483541865046327,1183.0
ROMN201810,33,Minneapolis,ROMN,Rochester MN,201810,3432,1719956.99,275134.21,101,0.1599657500737853,1475.0
ROMN201811,33,Minneapolis,ROMN,Rochester MN,201811,3404,1785718.42,364868.31,91,0.2043257805449529,1210.0
ROMN201812,33,Minneapolis,ROMN,Rochester MN,201812,3116,1129866.68,178557.55,98,0.15803417620917895,1022.0
ROMN201901,33,Minneapolis,ROMN,Rochester MN,201901,3382,1318665.41,197215.07,113,0.1495565656795381,1330.0
ROMN201902,33,Minneapolis,ROMN,Rochester MN,201902,3053,951050.57,169638.25,100,0.17836932688027304,1046.0
ROMN201903,33,Minneapolis,ROMN,Rochester MN,201903,3678,1991745.51,298272.14,97,0.14975414203393886,1067.0
SCMN201701,33,Minneapolis,SCMN,St Cloud,201701,963,791996.84,144650.84,30,0.18264067821280702,1165.0
SCMN201702,33,Minneapolis,SCMN,St Cloud,201702,1076,993942.7,128421.65,35,0.12920427907966928,1129.0
SCMN201703,33,Minneapolis,SCMN,St Cloud,201703,1241,1399190.85,212345.41,28,0.15176300645476634,1578.0
SCMN201704,33,Minneapolis,SCMN,St Cloud,201704,1194,1595120.16,277782.58,30,0.17414523806156398,1570.0
SCMN201705,33,Minneapolis,SCMN,St Cloud,201705,1600,2523600.91,338487.02,28,0.13412858533166402,1707.0
SCMN201706,33,Minneapolis,SCMN,St Cloud,201706,1482,4831320.28,649390.18,29,0.1344125709670401,1729.0
SCMN201707,33,Minneapolis,SCMN,St Cloud,201707,1079,2695411.31,373899.45,37,0.13871702942435157,1447.0
SCMN201708,33,Minneapolis,SCMN,St Cloud,201708,1182,2843265.3,401859.07,22,0.14133716962676682,1768.0
SCMN201709,33,Minneapolis,SCMN,St Cloud,201709,1916,2925947.61,461586.96,23,0.15775639947292153,1773.0
SCMN201710,33,Minneapolis,SCMN,St Cloud,201710,2055,2131688.21,386804.85,44,0.1814547025148673,2341.0
SCMN201711,33,Minneapolis,SCMN,St Cloud,201711,1376,1840387.18,308510.02,33,0.1676332150933588,1599.0
SCMN201712,33,Minneapolis,SCMN,St Cloud,201712,1238,975576.33,136278.33,35,0.13969007427640234,1368.0
SCMN201801,33,Minneapolis,SCMN,St Cloud,201801,1258,1056048.09,172400.7,39,0.16325080423184138,1578.0
SCMN201802,33,Minneapolis,SCMN,St Cloud,201802,1133,1553802.47,184613.78,45,0.11881418878166669,1314.0
SCMN201803,33,Minneapolis,SCMN,St Cloud,201803,1140,2053750.63,287052.82,37,0.13977004598654708,1280.0
SCMN201804,33,Minneapolis,SCMN,St Cloud,201804,1183,2537434.45,367819.66,44,0.14495730520250483,1285.0
SCMN201805,33,Minneapolis,SCMN,St Cloud,201805,1480,2285518.48,338263.02,32,0.14800274990557066,1514.0
SCMN201806,33,Minneapolis,SCMN,St Cloud,201806,1391,3230353.3,410228.4,55,0.12699180612845043,1429.0
SCMN201807,33,Minneapolis,SCMN,St Cloud,201807,1235,2959729.06,386390.33,38,0.13054922331302854,1406.0
SCMN201808,33,Minneapolis,SCMN,St Cloud,201808,1502,2455015.68,394292.02,40,0.1606067216646046,1624.0
SCMN201809,33,Minneapolis,SCMN,St Cloud,201809,1289,1755908.08,259650.73,25,0.14787262098594592,1336.0
SCMN201810,33,Minneapolis,SCMN,St Cloud,201810,1302,1625625.74,268307.59,36,0.16504880760561777,1472.0
SCMN201811,33,Minneapolis,SCMN,St Cloud,201811,1232,1618878.42,237074.76,28,0.14644383239106987,1274.0
SCMN201812,33,Minneapolis,SCMN,St Cloud,201812,1238,2288761.05,210999.87,45,0.09218955818913468,984.0
SCMN201901,33,Minneapolis,SCMN,St Cloud,201901,922,933077.11,162164.22,31,0.1737950896684198,1153.0
SCMN201902,33,Minneapolis,SCMN,St Cloud,201902,1001,2265516.42,358782.44,24,0.15836673565137965,942.0
SCMN201903,33,Minneapolis,SCMN,St Cloud,201903,1110,4226728.57,421109.09,28,0.09963002899899957,1052.0
SFSD201701,33,Minneapolis,SFSD,Sioux Falls,201701,6720,2058496.23,349737.08,233,0.16989930557220403,3683.0
SFSD201702,33,Minneapolis,SFSD,Sioux Falls,201702,6440,2495701.84,410463.97,195,0.16446835251762285,3486.0
SFSD201703,33,Minneapolis,SFSD,Sioux Falls,201703,6946,3456731.05,536088.05,193,0.15508526473299103,4126.0
SFSD201704,33,Minneapolis,SFSD,Sioux Falls,201704,7238,4032582.3,653436.58,173,0.16203924219971902,3680.0
SFSD201705,33,Minneapolis,SFSD,Sioux Falls,201705,8074,3540103.04,554089.62,233,0.15651793570392797,4113.0
SFSD201706,33,Minneapolis,SFSD,Sioux Falls,201706,9052,3100221.63,542915.15,191,0.17512139930460394,4261.0
SFSD201707,33,Minneapolis,SFSD,Sioux Falls,201707,8444,3044152.6,547507.74,168,0.1798555499484487,3775.0
SFSD201708,33,Minneapolis,SFSD,Sioux Falls,201708,9007,3085947.81,578384.04,238,0.18742508804774635,4473.0
SFSD201709,33,Minneapolis,SFSD,Sioux Falls,201709,7579,3230785.12,584990.23,188,0.18106751401653107,3895.0
SFSD201710,33,Minneapolis,SFSD,Sioux Falls,201710,8161,3067551.09,516499.73,253,0.16837526575637246,4046.0
SFSD201711,33,Minneapolis,SFSD,Sioux Falls,201711,6914,2032491.72,393339.76,253,0.19352588555686712,3644.0
SFSD201712,33,Minneapolis,SFSD,Sioux Falls,201712,6102,2046455.07,395821.65,192,0.1934181970581939,3062.0
SFSD201801,33,Minneapolis,SFSD,Sioux Falls,201801,6580,2232925.33,380769.9,220,0.170525137981215,3958.0
SFSD201802,33,Minneapolis,SFSD,Sioux Falls,201802,6277,3124354.41,511180.01,167,0.16361140348351197,3488.0
SFSD201803,33,Minneapolis,SFSD,Sioux Falls,201803,6987,3887483.47,615342.9,221,0.1582882357567941,4042.0
SFSD201804,33,Minneapolis,SFSD,Sioux Falls,201804,6702,3300043.29,560442.64,172,0.1698288751842404,3822.0
SFSD201805,33,Minneapolis,SFSD,Sioux Falls,201805,8459,3868561.07,650672.27,233,0.16819490715704277,4281.0
SFSD201806,33,Minneapolis,SFSD,Sioux Falls,201806,9227,3887624.23,623754.86,174,0.16044628366769903,4307.0
SFSD201807,33,Minneapolis,SFSD,Sioux Falls,201807,7643,3138673.25,566824.78,175,0.1805937524716853,4057.0
SFSD201808,33,Minneapolis,SFSD,Sioux Falls,201808,9101,4032177.79,624340.99,205,0.15483964808010114,4408.0
SFSD201809,33,Minneapolis,SFSD,Sioux Falls,201809,8102,3608846.53,576828.41,247,0.15983733450698998,3809.0
SFSD201810,33,Minneapolis,SFSD,Sioux Falls,201810,9076,3004008.89,571400.92,314,0.19021279261260776,4278.0
SFSD201811,33,Minneapolis,SFSD,Sioux Falls,201811,6894,2378879.03,440432.35,180,0.18514281072964017,3510.0
SFSD201812,33,Minneapolis,SFSD,Sioux Falls,201812,6170,2086765.91,354694.18,214,0.16997315237912813,3173.0
SFSD201901,33,Minneapolis,SFSD,Sioux Falls,201901,6484,2474393.97,435731.42,228,0.1760962180165675,3997.0
SFSD201902,33,Minneapolis,SFSD,Sioux Falls,201902,5132,2463988.24,498111.73,175,0.2021566994167147,3350.0
SFSD201903,33,Minneapolis,SFSD,Sioux Falls,201903,5668,2988239.52,522615.78,217,0.17489086015434266,3519.0
SPWI201701,33,Minneapolis,SPWI,Stevens Point,201701,1222,1027911.33,210418.71,60,0.20470511790156062,1474.0
SPWI201702,33,Minneapolis,SPWI,Stevens Point,201702,1185,872579.55,176657.87,44,0.20245474467055752,1625.0
SPWI201703,33,Minneapolis,SPWI,Stevens Point,201703,1785,1065469.83,206412.4,73,0.193728995592489,1913.0
SPWI201704,33,Minneapolis,SPWI,Stevens Point,201704,1315,1037552.79,218075.56,59,0.21018261634668245,1632.0
SPWI201705,33,Minneapolis,SPWI,Stevens Point,201705,1804,1016482.88,213089.74,57,0.20963436196780805,1821.0
SPWI201706,33,Minneapolis,SPWI,Stevens Point,201706,1471,1744701.34,395967.48,58,0.22695430497004143,1909.0
SPWI201707,33,Minneapolis,SPWI,Stevens Point,201707,1284,1387781.05,264979.18,48,0.19093730959937807,1570.0
SPWI201708,33,Minneapolis,SPWI,Stevens Point,201708,1862,768368.55,190017.29,72,0.24729967149228063,1939.0
SPWI201709,33,Minneapolis,SPWI,Stevens Point,201709,1442,944792.03,161724.55,63,0.17117476107413818,1661.0
SPWI201710,33,Minneapolis,SPWI,Stevens Point,201710,1293,822167.84,171041.62,66,0.20803735159477899,1818.0
SPWI201711,33,Minneapolis,SPWI,Stevens Point,201711,1250,804063.56,176961.24,72,0.22008364612369696,1711.0
SPWI201712,33,Minneapolis,SPWI,Stevens Point,201712,1226,860208.85,162980.3,48,0.18946596515485745,1399.0
SPWI201801,33,Minneapolis,SPWI,Stevens Point,201801,1300,892849.94,190586.28,67,0.2134583556112464,1679.0
SPWI201802,33,Minneapolis,SPWI,Stevens Point,201802,1288,767634.8,166184.51,67,0.21648902577110887,1673.0
SPWI201803,33,Minneapolis,SPWI,Stevens Point,201803,1098,1069908.87,216379.54,44,0.202241093673707,1732.0
SPWI201804,33,Minneapolis,SPWI,Stevens Point,201804,1307,926952.85,187558.01,50,0.2023382419073419,1731.0
SPWI201805,33,Minneapolis,SPWI,Stevens Point,201805,1447,915742.79,176062.97,67,0.1922624692464136,1843.0
SPWI201806,33,Minneapolis,SPWI,Stevens Point,201806,1653,1114729.48,214011.66,58,0.19198528776685803,1758.0
SPWI201807,33,Minneapolis,SPWI,Stevens Point,201807,1376,1371696.34,249130.19,62,0.18162196889728524,1669.0
SPWI201808,33,Minneapolis,SPWI,Stevens Point,201808,1313,978274.95,197270.68,66,0.2016515704506182,1929.0
SPWI201809,33,Minneapolis,SPWI,Stevens Point,201809,1447,1068009.03,231537.5,58,0.216793578983129,1474.0
SPWI201810,33,Minneapolis,SPWI,Stevens Point,201810,1610,1015251.26,238209.76,86,0.23463133648314802,1862.0
SPWI201811,33,Minneapolis,SPWI,Stevens Point,201811,1253,742045.48,168590.68,59,0.22719723324775187,1445.0
SPWI201812,33,Minneapolis,SPWI,Stevens Point,201812,1271,687264.04,152419.43,47,0.22177710621961247,1260.0
SPWI201901,33,Minneapolis,SPWI,Stevens Point,201901,1243,680337.09,164843.58,77,0.2422969178411249,1603.0
SPWI201902,33,Minneapolis,SPWI,Stevens Point,201902,862,1019474.29,215428.79,53,0.2113136075260907,1241.0
SPWI201903,33,Minneapolis,SPWI,Stevens Point,201903,1020,1016510.64,211963.9,59,0.208521083458605,1307.0
WCND201701,33,Minneapolis,WCND,Watford City,201701,262,89600.37,23087.38,8,0.25767058774422474,87.0
WCND201702,33,Minneapolis,WCND,Watford City,201702,227,43480.87,10008.21,8,0.23017501719721797,108.0
WCND201703,33,Minneapolis,WCND,Watford City,201703,192,48647.29,11604.75,5,0.23854874546968596,155.0
WCND201704,33,Minneapolis,WCND,Watford City,201704,178,96631.13,19117.64,6,0.19784142025452872,172.0
WCND201705,33,Minneapolis,WCND,Watford City,201705,454,159366.42,30141.91,9,0.18913589199029504,261.0
WCND201706,33,Minneapolis,WCND,Watford City,201706,410,161131.83,38549.84,12,0.23924410217397765,264.0
WCND201707,33,Minneapolis,WCND,Watford City,201707,312,42904.5,9927.73,6,0.23139134589611812,181.0
WCND201708,33,Minneapolis,WCND,Watford City,201708,361,313089.47,45956.51,10,0.14678395284261717,255.0
WCND201709,33,Minneapolis,WCND,Watford City,201709,327,314184.01,53910.54,6,0.1715890633644914,257.0
WCND201710,33,Minneapolis,WCND,Watford City,201710,502,435044.21,67276.97,18,0.1546439843435682,287.0
WCND201711,33,Minneapolis,WCND,Watford City,201711,319,258887.13,42473.43,12,0.16406157386039236,266.0
WCND201712,33,Minneapolis,WCND,Watford City,201712,550,304811.18,39628.4,13,0.13000966696825228,203.0
WCND201801,33,Minneapolis,WCND,Watford City,201801,530,279579.17,43763.7,13,0.15653419387431475,230.0
WCND201802,33,Minneapolis,WCND,Watford City,201802,399,283104.19,31900.35,10,0.11268060002926837,200.0
WCND201803,33,Minneapolis,WCND,Watford City,201803,309,332102.08,54575.37,8,0.16433311709459936,236.0
WCND201804,33,Minneapolis,WCND,Watford City,201804,456,386689.02,45103.0,16,0.11663894671744235,294.0
WCND201805,33,Minneapolis,WCND,Watford City,201805,891,248592.39,57914.34,27,0.2329690784178872,287.0
WCND201806,33,Minneapolis,WCND,Watford City,201806,436,218083.74,46498.51,18,0.21321401586381453,273.0
WCND201807,33,Minneapolis,WCND,Watford City,201807,260,283397.44,46748.85,2,0.1649586178336685,214.0
WCND201808,33,Minneapolis,WCND,Watford City,201808,727,296974.27,54626.47,14,0.1839434439892722,341.0
WCND201809,33,Minneapolis,WCND,Watford City,201809,894,260869.17,58148.41,22,0.22290257603073602,336.0
WCND201810,33,Minneapolis,WCND,Watford City,201810,730,313938.43,72221.19,19,0.23004889844164667,379.0
WCND201811,33,Minneapolis,WCND,Watford City,201811,533,154896.44,36713.76,10,0.23702132857281938,324.0
WCND201812,33,Minneapolis,WCND,Watford City,201812,589,231902.22,49185.83,13,0.21209727962069533,430.0
WCND201901,33,Minneapolis,WCND,Watford City,201901,343,205933.94,43470.55,15,0.21108977956717578,328.0
WCND201902,33,Minneapolis,WCND,Watford City,201902,605,200060.38,51118.39,13,0.2555148100788372,444.0
WCND201903,33,Minneapolis,WCND,Watford City,201903,1224,411379.26,87555.77,16,0.21283467231673275,564.0
COIL201701,34,St Louis,COIL,Collinsville,201701,1635,750107.39,100424.82,28,0.13388059008457442,1162.0
COIL201702,34,St Louis,COIL,Collinsville,201702,1264,686477.41,93916.65,33,0.13680952735210908,1183.0
COIL201703,34,St Louis,COIL,Collinsville,201703,1450,777563.14,125559.52,24,0.16147823056530175,1263.0
